,Topic,Count,Name,Representation,Representative_Docs
23,22,98,22_kästen_sessel_frauenkleider_tische,"['kästen', 'sessel', 'frauenkleider', 'tische', 'zinn', 'soffen', 'weiche', 'bilder', 'licitando', 'spiegel']","['Den  dies und folgende Täge zu den gewöhnlichen Vor und Nachmittagsstunden werden mit hoher Regierungsbewilligung in der obern Bäckerstrasse in dem  Hüttnerischen Haus  782 im 2ten Stock verschie dene Verlassenschaftsfahrnisse, als ein Sma ragdring mit Brillanten, eine Rosennadel, goldene Dosen, ein Kelch, Haus und Ta felsilber, broschirt grosdekour tafet bataf und andere Frauenkleider, Brüssler und Nie derländerspitze, Waderl, Handschuh, Leib Haus Tafelwäsche, ein Pendiluhr so ein Jahr geht, Luster, Spiegel, Trumotische mit Marmorplaten, ein kleiner Tafelservis, Kaf fee und Theedeto, auch Figuren, samt VaVasen sen von seltenen Porzelain, indianischeSpiel und Tatzen, Niederländerspalier, ein Bett, auch Soffen und Sessel von Da mast, ein Kruzifix von Donner, gemalte Bil der, auch Kirchenparamenten, hart und weiche Schrift, Garderob Aufsatz und Schublad kästen, und Tische, Bettstätte, samt Bett gewand, Messing Zinn Kupfer und Eisen geschirr, etwelche Eimer Grinzinger in klei nen Gattungen, Schnebergerwasser, und der ley Flaschen in Einsatzküsten, und mehr an dere Geräthschaften, licitando verkauft.| Licit.', 'Den  dies und folgende Täge zu den gewöhnlichen Vor und Nachmittagsstunden werden mit hoher Regierungsbewilligung in der obern Bäckerstrasse in dem  Hüttnerischen Haus  782 im 2ten Stock verschie dene Verlassenschaftsfahrnisse, als ein Sma ragdring mit Brillanten, eine Rosennadel, goldene Dosen, ein Kelch, Haus und Ta felsilber, broschirt grosdetour tafet bataf und andere Frauenkleider, Brüssler und Nie derländerspitze, Waderl, Handschuh, Leib Haus Tafelwäsche, ein Pendiluhr so ein Jahr geht, Luster, Spiegel, Trumotische mit Marmorplatten, ein kleiner Tafelservis, Kaf fee und Thee deto, auch Figuren, samt Va sen von seltenen Porzelain, indianische Spiel Zupftrüherl und Tatzen, Niederländerspalier, ein Bett, auch Soffen und Sessel von Da mest, ein Kruzifix von Donner, gemalte Bil der, auch Kirchenparamenten, hart und weiche Schrift Gardrob Aufsatz und Schublad kästen, und Tische, Bettstätte, samt Bett gewand, Messing Zinn Kupfer und Eisen geschirr, etwelche Eimer Grinzinger in klei nen Gattungen, Schnebergerwasser, und der ley Flaschen in Einsatzküsten, und mehr an dere Geräthschaften, licitando verkauft.| Licit.', 'Den  dies und folgende Täge zu den gewöhnlichen Vor und Nachmittagsstunden werden mit hoher Regierungsbewilligung in der obern Bäckerstrasse in dem  HüttneriHüttnerischenschen Haus  782 im 2ten Stock verschie dene Verlassenschaftsfahrnisse, als ein Sma ragdring mit Brillanten, eine Rosennadel, goldene Dosen, ein Kelch, Haus und Ta felsilber, broschirt grosdetour tafet bataf und andere Frauenkleider, Brüssler und Nie derländerspitze, Waderl, Handschuh, Leib Haus Tafelwäsche ein Pendiluhr so ein Jahr geht, Luster, Spiegel, Trumotische mit Marmorplatten, ein kleiner Tafelservis, Kaf fee und Thee deto, auch Figuren, samt Va sen von seltenen Porzelain, indianische Spiel Zupftrüherl und Tatzen, Niederländerspalier, ein Bett, auch Soffen und Sessel von Da mast, ein Kruzifix von Donner, gemalte Bil der, auch Kirchenparamenten, hart und weiche Schrift Garderob Aufsatz und Schublad kästen, und Tische, Bettstätte, samt Bett gewand, Messing Zinn Kupfer und Eisen geschirr, etwelche Eimer Grinzinger in klei nen Gattungen, Schnebergerwasser, und der ley Flaschen in Einsatzküsten, und mehr an dere Geräthschaften, licitando.| Licit.']"
24,23,94,23_russische_russischen_russisch_russland,"['russische', 'russischen', 'russisch', 'russland', 'polen', 'czarischen', 'getreuen', 'manifest', 'selbstherrscherin', 'petersburg']","['Das Manifest, welches Jhre Majestät die Kaiserin bey dem Antritt Jhro Regierung ausgehen liessen, ist folgen den Jnhalts:| Von GOttes Gnaden, Wir Catharina die zweyte Kaiserin, und Selbstherrscherin aller Reussen  ALlen wahren Söhnen Russlands hat die grosse Gefahr in die Au c gen geleuchtet, womit das ganze Russische Reich bedrohet wor  Zu allerforderist ist der Grund unseren Orthodoxen Griechischen Religion erschüttert, und ihre Satzungen sind einem gänzlichen Umsturz nahe gewesen, so, doss man äusserst beförchten müssen, den von Alters her in Russland herrschenden rechten Glauben verändert, und eine fremde Religion eingeführet zu sehen.', '""Da wir die öffentliche Ruhe im Lan de für den vorzüglichsten Zweck unserer Berathschlagungen halten, so befehlen wir König, mit allgemeiner Einwilli nung der konföderirten Stände, dass die Russischen Kaufleute( sogenannte Marke tender von den Schatzkommissionen bey der Nationen, oder von der nächsten Obrigkeit über ihren wirklich ehrlichen Handel ein Zeugniss nehmen, andere aber unter dem Namen Marketender in dem Lande nicht sesshafte, herumziehende frem de Swosztzyks und Filiponen, wie auch alle auswärtige nicht unirte Priester, Czerzen genannt, welche in den einge laufenden Berichten wegen Aufhetzung des Volks angeklagt werden, binnen zwey Wochen von der Bekanntmachung dieser Verordnung an, unsere Staaten zu räumen haben, wenn sie der für die Uebertretung bestimmten scharfen Strafe entgehen wol "" ""Da ferner bey der nicht unirten Kirche bisher die Gewohnheit war, dass die Priester derselben unsern Staaten den Eid der Treue zu schwören, unterliessen, und zugleich in ihren Gebethen solcher Monarchen und Fürsten die in Absicht auf unsere Staaten fremde sind, Er wähnung thaten, welches der Unabhän gigkeit und der Authorität unserer Re publik nachtheilig ist, weil es bey dem in unsern Staaten wohnenden gemeinen Volke dieser Kirche die Neigung zu un serm Könige schwächen könnte; so ver ordnen wir, dass die sämmtliche nicht unirte Geistlichkeit, die in unserm Lan de wohnhaft ist, zu allererst Uns König und der Republik Pohlen vor dem LandLandgericht 1310| gericht der Woywodschaft, worin ihre Pfründen befindlich sind, den Eid der Treue schwören, und folglich auch in den Gebethen keiner auswärtigen Monarchen und Fürsten, als allein Unser, des Kö nigs Stanislaus Augustus, und der Wohlfahrt der Republik Pohlen, er wähnen soll.""', 'NAchdeme es dem allmächtigen GOtt gefallen den Allerdurchleuchtigsten und Grossmächtigsten Czarn und Herrn Peter den  Czarn und Selbst halter von gantz Russland nach aus gestandener Pocken Krankheit vom  Januarii an bis den 18den dessel ben Monats selbigen Morgens zwischen  und  Uhr nach Mitter nacht aus dieser Zeitlichkeit in die ewige Seligkeit zu versetzen und durch diesen für das gantze Russische Reich höchst schmerzlichen Hintritt Jhrer Russischen Majestät die Rus sische Nachfolge Männlichen Ge schlechts abgeschnitten worden; Als ist auf algemeines Verlangen und Ubereinstimmung der gantzen Russischen Nation die Prinzessin von dem Czarischen Geblüt Jhrer Höchst  verblichenen Russischen Majestät Prinzessin Mume Frau Tochter des Glorwürdigen Grossen Czaren Herrn hinwiederum auf den Rus sisch Czarischen Thron erwählet wor  Zu welchem Ende auch zu Jh rer Russischen Majestät mit Bitte die Russische Reichs Regierung zu übernehmen abgefertiget seynd der würkliche geheime Raht Fürst Wa sili Luckitz Dolgorucki der  Senateur, und geheime Raht Fürst Michael Mi chalowitz Gallizin und der Major Michael Leontiew auf deren Bitte Jhre Russische Majestät das Verlangte allergnädigst beliebet ha ben und jetzo bereits auf Dero AnAnhero hero Reise sich befinden.']"
25,24,93,24_1515_1023_1493_1015,"['1515', '1023', '1493', '1015', '1150', '1180', '1444', '136906', '1451', '1447']","['1515.', '5101., 7501., 12801., 13801.', '1515| Dickr.']"
26,25,92,25_zeitfrist_versetzenden_nichtbefolgungsfalle_sonstigem,"['zeitfrist', 'versetzenden', 'nichtbefolgungsfalle', 'sonstigem', 'gerichtsorte', 'eindrängen', 'regimentsgericht', 'licitationstagfahrt', 'versehet', 'teyen']","['Nebstbey werden die versetzenden Par teyen hiemit angewiesen, sich in der Ordnung, wie sie im Amte erscheinen in dem Schätzungs Saale mit ihren Pfändern anzustellen, und sich allda von allem Vor und Eindrängen, oder sonstigem Un fuge zu enthalten; als sie im Nichtbefolgungsfalle ohne allem Unterschied und Rücksicht ganz abge schaft, und für diesen Tag nichts mehr von ihnen angenommen werden wird.', 'Nebstbey werden die versetzenden Par teyen hiemit angewiesen, sich in der Ordnung, wie sie im Amte erscheinen in dem Schätzungs Saale mit ihren Pfändern anzustellen, und sich allda von allem Vor und Eindrängen, oder sonstigem Un fuge zu enthalten; als sie im Nichtbefolgungsfalle ohne allem Unterschied und Rücksicht ganz abge schaft, und für diesen Tag nichts mehr von ihnen angenommen werden wird.', 'Nebstbey werden die versetzenden Par teyen hiemit angewiesen, sich in der Ordnung, wie sie im Amte erscheinen, in dem Schätzungs Saale mit ihren Pfändern anzustellen, und sich allda von allem Vor und Eindrängen, oder sonstigem Un fuge zu enthalten; als sie im Nichtbefolgungsfalle ohne allem Unterschied und Rücksicht ganz abge schaft, und für diesen Tag nichts mehr von ihnen angenommen werden wird.']"
27,26,88,26_königl___,"['königl', '', '', '', '', '', '', '', '', '']","['Königl.', 'Königl.', 'Königl.']"
28,27,87,27_capitapapaverisalbi_mohn_blessirt_schw,"['capitapapaverisalbi', 'mohn', 'blessirt', 'schw', 'tamarindorum', '2822', 'ausmass', 'ruvianischer', 'tutiapraeparata', '386']","['386 16 CapitaPapaverisalbi, weisse Mohn ǀ ǀ ǀ köpfe.', '386 16 CapitaPapaverisalbi, weisse Mohn ǀ ǀ ǀ köpfe.', '386 16 CapitaPapaverisalbi, weisse Mohn ǀ ǀ ǀ köpfe.']"
29,28,87,28_königl_kolonins_jglau_kön,"['königl', 'kolonins', 'jglau', 'kön', 'majest', 'könig', '', '', '', '']","['königl.', 'königl.', 'königl.']"
30,29,86,29_1000_10000_4000_5000,"['1000', '10000', '4000', '5000', '6000', '900', '82576', '48249', '50669', '55491']","['Dass viel 1000.', '1000.', '1000.']"
31,30,83,30_dienstm_anna_alt_josepha,"['dienstm', 'anna', 'alt', 'josepha', 'tagl', 'theresia', 'mariah', 'strumpfwirk', 'rosalia', 'johanna']","['alt 59  Anna Platzer, Dienstm.', 'alt 59  Anna Genauer, Dienstm.', 'alt 26  Anna Klein, Dienstm.']"
32,31,83,31_comp_diarii_polen_verleger,"['comp', 'diarii', 'polen', 'verleger', 'türken', 'wienerischen', 'duca', 'wuppermann', 'frege', 'merler']","['an Wuppermann, Mohl, von diesen an die Söh ne der Wittwe  Merler und Comp., weiters an Frege  Comp., dann an Ballabene  Comp, und von diesen an sie Delorme und Comp.', 'an Wuppermann, Wohl, von diesen an die Söh ne der Wittwe  Merler und Comp., weiters an Frege  Comp., dann an Ballabene  Comp., und von diesen an sie Delorme und Comp.', 'an Wuppermann, Wohl, von diesen an die Söh ne der Wittwe  Merler und Comp., weiters an Frege  Comp., dann an Ballabene  Comp., und von diesen an sie Delorme und Comp.']"
33,32,82,32_arcivescovo_arbeit_kutschen_botschafter,"['arcivescovo', 'arbeit', 'kutschen', 'botschafter', 'francesco', 'secretario', 'di', 'zube', 'audienz', 'empfangen']","[""Eben Heut hatte aus Frankreich der Herr Cardinal  de Bissy, nachdem ihm einige von denen Herren Cardinälen von  Rohan, und  Ottoboni; dan dem  Duca Lanti, wie auch dem Französischen Minister  Monsignor l'Affiteau, und Francesco Bichi abgeschickte und mit  Pferden bespante Kutschen entgegen gekommen mit einem grossen Gefolg dahier sich ingefunden und in dem Pallast  de Angelis, grad ge gen der Kirch  dell' Angelo Custode, oder von Schutz Engel genant die Einkehrung genommen des Willens in paar Tägen sich in das Conclave zubegeben; Aus welchem diesen Morgen der Herr Cardinal  Paracciani,VicariusGeneralis der Stadt Rom auf Einrahten derer Herren  Medicorum, als dePaulis  Paulisund  Nucarini, sich in seinen Pallast Unpässlichkeit halber wieder bringen lassen."", ""Heut hat der Kaiserlich auserordent liche Botschafter Herr Graf Kinsky seine Ankunft denen vornehmsten Her ren Cardinälen durch den Cavalier Herrn Franz von  Viteleschi, Rittern des  Johann von Jerusalem Orden und Cammermaistern von der während Kaiserlichen Botschaft bey dem Römischen Stul zuwissen machen lassen Welche Herren Cardinäl Dienstag den  Dito den Kaiserlichen Herrn Botschafter wegen gedachter Ankunft durch den Cammermaister des Herrn Cardinals Ursini wieder bewillkom men: und ihn auf das höflichst empfangen lassen; Darauf Mittwoch den  Dito der Kaiserliche Herr Botschafter von demS.Collegio mit gewöhnlicher Manier um sein erste Audienz die Ansuchung tuhn lassen; Welche dan auch für Morgigen Tag gegen  Uhr Römisches Zeigers nach geendig tem Scrutinio verwilliget worden; Zu dem Ende der Kaiserliche Herr Botschafter alle PrælatenPraelaten Ministern deren Fürsten wie auch die Römische Baronen dan die übrig Teutsch und Römische einheimisch und fremde Edelleuthe um den Kaiser lichen Herrn Botschafter mit ihren Wägen persönlich zu der Audienz zu begleiten dazu einladen lassen;Welches ich dann auch folgenden Donnerstag den  May bey demselben in grosser Meng eingefunden als denen er sogleich vielfältige Erfrischungen und allerhand stiessstiessund und kalte Wässer aus theilen lassen nachdem aber war in Bedienung Jhrer Eminenz des Herrn Cardinal Althan sammentlicher Hofstatt auch dero drey mit  Pferden bespant kostbaren Kutschen in Vorhertrettung mehr als  Laggeyen und Vorherfahrung einer beson dern Kutschen gegen  Uhr der Kaiserliche Herr Botschafter in seiner Kutschen gefahren bey sich habend  Erz Bischöffe und ein andern Bischoffenals  Monsignor Fra  Francesco Nicolai, Arcivescovo di Mira, é Vicarii della Basilica Vaticana &c, Vincenzo Petra, Arcivescovo di Damasco, Secretario de' Vescovi, e Regolari & Pietro Luigi Caraffa, Arcivescovo di Larissa, Secretario de Propaganda Fide & Thomaso Cervini, Arcivescovo di Nicomedia, Vicegerente & é Nicola Maria Tedeschi, Vescovo di Lipari., Secretario de Riti,edell'EsamedeVescovi Jn den andern zwey Kutschen aber waren die Herren Grafen als der Herr Bischof von  Terracina, Colonna di Borgo, Sylva, Strozzi, Cremona, Valdina, degl' Afflitti, Farsetti."", 'Sbsiiche  Prinz von Pari abgereiset; alda Don Iuys Mircralz pinesl ron Madit angekommen, um als noninirVotschafeer, frners nach dem Haag zugehen; Zn gedachtem Pa rssseyo det Becho von ajenn, Techant deren Prrlaten von ankreich, und deTocoren vos otbenne, im  Jahrsund der einige Oraf von Clermont, in 17 ardey Altersgeftorben.']"
34,33,80,33_hochfürstl_hochw_churfürstl_fackelträger,"['hochfürstl', 'hochw', 'churfürstl', 'fackelträger', 'hofhofdame', 'viceadmiral', 'hochgräfl', 'pohlen', 'fürstl', 'facultät']","['unter Jhro Hochfürstl.', 'Jhro Hochfürstl.', 'Jhro Hochfürstl.']"
35,34,80,34_vorforderung_maschinenkomödie_justifizirung_inkorrekt,"['vorforderung', 'maschinenkomödie', 'justifizirung', 'inkorrekt', 'unrechtmässiger', '640', 'fagotist', 'abgege', 'verbots', 'kupferamts']","['Da schon verschiedene Arien aus der belieb ten Maschinenkomödie, Der Fagotist, von  Kapellmeister Wenzl Müller, unter das Publikum ausgegeben werden, welche, indem sie unrechtmässiger Weise an den Besitzer ge kommen, nothwendig falsch und inkorrekt seyn müssen, so hat man es für nöthig befunden selbe in Quartetten auf Pränumeration aus zugeben, welche auch bis zu Ende des Monats July offen bleibt, und gegen Zurückstellung der Scheine für 5  bis  Augusti abgege ben werden.', 'Da schon verschiedene Arien aus der belieb ten Maschinenkomödie, Der Fagotist, vom  Kapellmeister Wenzl Müller, unter das Publikum ausgegeben werden, welche, indem sie unrechtmässiger Weise an den Besitzer ge kommen, nothwendig falsch und inkorrekt seyn müssen, so hat man es für nöthig befunden selbe in Quartetten auf Pränumeration aus zugeben, welche auch bis zu Ende des Monats July offen bleibt, und gegen Zurückstellung der Scheine für 5  bis  Augusti abgege ben werden.', 'Da schon verschiedene Arien aus der belieb ten Maschinenkomödie, Der Fagotist, vom  Kapellmeister Wenzl Müller, unter das Publikum ausgegeben werden, welche, indem sie unrechtmässiger Weise an den Besitzer ge kommen, nothwendig falsch und inkorrekt seyn müssen, so hat man es für nöthig befunden selbe in Quartetten auf Pränumeration aus zugeben, welche auch bis zu Ende des Monats July offen bleibt, und gegen Zurückstellung der Scheine für 5  bis  Augusti abgege ben werden.']"
36,35,78,35_christen_wasa_bischofliche_tholische,"['christen', 'wasa', 'bischofliche', 'tholische', 'blast', 'gegenliebe', 'erbauliche', 'soprano', 'einschlafen', 'fasslichkeit']","['Geistreiche Sitten lehre, oder Christliche Voll kommenheit, so von einen jedweden Christen, was Stands und Amts er seyn mag, nohtwendig erfor dert wird, damit er sich seines ewigen Heils ver sicheren möge; durch erbauliche Predigen an denen Sonn und Feyertägen auf der Canzel vorgetra gen von   Miel, der Gesellschaft JEsu.', 'Donnerstags ist das Eheverlöbniss des Herrn Grafens Norbert von Trautmannstorf Herrn Sohn, mit der Fräule Comtesse von Kollo redo in des Hernn Reichvicekanzlers Fürstens  Kolloredo, als der Fräule Comtesse Braut  Vaters Wohnung in der Reichskanzley geschlossen, und Abends allda grosse Gesell schaft gehalten worden, wobey sich ein zahl reicher hoher Adel eingefunden  Bey dem schon etwelche Tage anhaltenden Regen ist die Donau um ein merkliches hoch angewachsen, und kommen täglich Schiffe mit Handelswaaren allhier  Auf hohe Verordung ist man bemüssiget eine neulich in   unserer Blätter eingeschal tete Nachricht von der den  März in der Nacht zwischen  und  Uhr zu Klagenfurt, bey dem Pictrinerthore ausgebrochenen Feu ersbrunst dahin zu verbessern, dass selbe in dem Hause, wo der landschaftliche Zimmermeister wohnet, vermuthlich durch Tabackrauchen ent standen seye, wodurch die ganze, leider durch aus nur mit Spann, mithin gleich dem Zun der Feuer fangenden Schindeln gedeckte Stadt, ohne Rettung zu Grunde gerichtet, und einge äschert worden wäre, wenn nicht die besondere nicht genug zu preisende Güte Gottes wenig stens den Wind von der Stadt gewendet, und unter einstens nicht auch ein ergiebiger Regen die allenthalben, auch in die entferntesten Häu ser, und sogar von der Stadt abgelegene Ort schaften herumgeflogenen brennenden Schin deln, zu zünden verhindert hätte.', 'Nachdeme nun Jhre Heiligkeit die Haube abgethan stunden dieselbe auf: der Ertz Bi schof von Patrasso Herr Doria gabe deroselben das Buch: der Bischof von Porfirio Herr Olivieri aber die Kertze: hierauf weiheten Jhre Heilgkeit mit denen gewöhnlichen  Cerimonien den Degen welchen sie mit dem von dem Car dinal Barberini ihr gereichten Weih Quast mit Weih Wasser besprengten und nach ein und angeren gesagten Gebettern nahmen Jhre Hei ligkeit von besagten Cardinal Barberini den De gen und gaben denselben dem Herrn Bott schafter sprechende:  Accipe Gladium istum  Nomine Patris, † & Filii, † & Spiritus Sancti, † ut eo utaris ad defensionem tuam, ac Sanctæ Dei Ecclesiæ, & ad confusionem Inimicorum Crucis Christi, ac Fidei Christianæ; & quantum humana fragilitas permiserit, cum eo neminem injustè Iædas: quod ipse præstare dignetur qui cum Patre, & Filio, & Spiritu Sancto vivit, & regnat Deus per omnia Sæcula Sæculorum,Amen.']"
