Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
Es hat zwar gestern sich der  Obrist Graf Mon tecuculi mit seiner Reuterey gegen  Mann starck wider die Rebellen so das Vieh hinweggetrieben in Meynung dieses abzujagen hinauss  moviret allein weilen bedeuter Obrist sich zu weith ins Feldt begeben und der Feind hinge gen ihme überlegen und  Fändl Rebellen starck war auch denen Unserigen in völligem Callup entgegen gezogen umb die Passage abzuschneiden sie zu um ringen und zu  massacriren; als wurde er Obrist gezwungen die Ruckkehr in höch ster Eyl zu nehmen und seynd in wehrender Fluchtnehmung der Unserigen  samt einem Corporalen niedergemacht  Rittmeister Gezlier aber mit sei nem Trompeter und etlich Gemeinen gefangen wie auch ein Corneth mit  Reutern  blessiret und  Pferdt verlohren worden.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Der Feind hätte leicht den Herrn Grafen Montecuculi mit sambt denen Seinigen falls er nicht unsere Stuck erreichet einholen können.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Minister Grafen von Goes in einer mit  Pferdten be spannten Gutschen aussgefahren und hie und da sich umbgesehen wobey abermahl eine unbeschreibliche Mänge Volcks Dieselbe zu sehen sich von allen Orthen eingefunden hat: Nun weiss man noch nicht gewiss wenn Diesel be zurück auff Roterdam gehen werden umb sich einschiffen zu lassen.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
So ist auch bereits der Hertzog von Lothringen als Bischoff von Ossnabruck und der Hertzog von Sachsen Weisenfels ankommen biss dahin in das Schiff Jhre Majestät zu begleiten; Und die Herren Staaten von Holland sollen unter|  andern kostbahren Geschäncken eine prächtige Gutsche mit  Pferden und trefflichen Gezeug zusammen über 120000.,9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
Nunmehr ist man wegen Landau ausser allen Sorgen weilen sich nicht allein dasige Guarnison tapffer  defendiret und den Feind als er gestern das Cittadell  attaquiret mit grossem Ver lust zuruck gejaget sondern auch mit 1600.  wiederumb aussgefallen und biss zu des Feindes Batterien  avanciret allda abermahlen drey Carthaunen ver nagelt und bey 1000.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
haben vor einigen Tagen auss eigener allergnädigsten Bewegnuss den jüngst hin zu Dero gevollmächtigten Lands Hauptmann der beeden Erb Furstenthümern Schweidnitz und Jauer ernennten wegen gehabter Unpässlichkeit aber erst den  dieses Monaths würcklich introduci rten Hoch und Wohl gebohrnen Grafen und Herrn Herrn Hauss Anton Schaffgotsche genannt des Heil.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
und Rebellen vorgegange nen scharffen Action aussgesagt hätten; Wie dass den  dito bey etwas übelem und Schnee wähenden Wetter das Treffen angehoben und erstlich mit Stucken unausthörlich gegen einander canonirt worden sodann wären die )( | Talpatschen mit solchem ungeheuren Geschrey in die Kayserl.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Infanterie einge fallen dass gleich dieselbe zum Theil inConfusion gerathen und schier einen Mussqueten Schuss weith getrennet worden.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Nachgehends wären die Rebel lische Husaren darzu kommen und hätten ihre Talpatschen secundi ren wollen; Als aber die Kayserl.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Cavallerie ihnen den Meister gezeiget und in kurtzer Zeit gleich 2000. von den Rebellen worunter ihr Commendant von Tyrnan AdamusDulo sich auch befunden erleget wäre es so gleich an das Reissauss gangen da dann anfänglich die Husaren Parthey weiss sich gewendet nachge hends aber wären sie mit vollem Hauffen durchgangen und denen mit Vor span ausser dem Lager haltenden Bauren vermeldet sie solten nur fliehen so gut sie könten; massen es mit ihnen Rebellen so weit gekommen dass sie nicht mehr auff den Fuss kommen würden; zumahln auch da alle ihre bey sich haben de Stuck und Munition sambt dem Kern ihres besten Volcks verlohren gangen wäre; worauff die Bauren ihre Wägen im Stich gelassen und mit dem Vieh allein davon nach Hauss geeylet; die flüchtige Rebellen aber hätten sich in höchster Confusion gegen Szereth und über die Brucken salvi  So erhielte man auch die Confirmation von Pest wie dass die Rebellen etliche 1000.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Mann starck unter dem Postmeister von Hatwan und einem anderen Anführer dasige Stadt nächtlicher Weyl mit Laitern übersteigen wollen; allein nachdem darinn Allarm, und auff dieselbe scharpff gefeuert worden wären dieselbe mit Hinterlassung der Läitern und einiges bey sich gehabten Proviants und Munition, wie auch verschiedenen Schantz Zeugs darvon geflohen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Nebst dem will ver lauten dass die Rebellen auss denen Vestungendie Stück herauss nehmen und solche nacher Pohlen umb dieselbe allda zu verkaufen führen thäten.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
der Printz Philipp von Hessen Darmstadt von Landshut auss Bayrn dahier angelangt; von dannen man unter andern vernommen; dass nachdeme wie jüngst gedacht den  De cember die Bayrische Garnison in Braunan aussgezogen wäre diese Vestung so gleich mit einer deWentischen Battaillon sambt noch anderer Mannschafft besetzt worden und hätte der Herr General Graf von Thierheimb daselbsten das Kayserl.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Commando angetretten: Jn dieser Vestung seye vermög bey kommenden Specification, eine grosse Quantit ät von  Artiglerie,Munition und Zeugs Sort en gefunden worden.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Wegen Evacui rung Schardingen wären  Battaillons von dem Ober Oesterreichischen Land Regiment unter dem  Obrist Leutenant Grafen von Kueffstein auch dahin abgeschickt nicht weniger mit dem Schardingischen Land Richter Baron von Leyden die Repartition de ren Quartieren schon gemacht worden.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Printz Eugenius von Savoyen in Bayrn  Regimenter auffgerichtet als ei nes von Dragonern so der Herr  Wachtmeister Graf von Felss bekom men darunter der Herr GeneralAdjutant von Molckenberg Obrist Leutenant worden; das andere aber von Infanterie, welches dem Herrn Obristen  d'Ald'Albonbon zukommen der seine vorhin gehabte Kayserl.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Battaillon darzugeben und den neulich benendten Platz Major zu Landau Herrn von Neuhof zum Obrist Leutenant resolvir ter erhalten; nebst dem solle auch Herr Graf von Tattenbach ein anders zu Fuss auffrichten.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Cuirassier Regimenter Gronsfeld und Hannover completer mit ehestem auss Bayrn dahier anlangen denen nebst andern auch noch  Regimenter zu Fuss als Salm und Toletto, so bald solche vollständig recruti ret folgen solten.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Dito vernahme man auss Szegedin dass der ohnlängst von dem Käys.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Sonsten hätte man durch die aussgewesene Rai ssen ssen zweymahl die Bestättigung erhalten dass die Vestung Zattmar an die Rebellen noch nicht übergangen; wohl aber dass der Herr General Glögl sperg von dannen auff selbige aussgefallen und denenselben einen grossen Streich versetzet.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Stuck Kugeln und 200000.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
General Lieutenant nacher Aschaffenburg gereist die Vestung auffs geschwindeste verbessern wie dann auch die Approchen schon eingeworffen und die Graben in der Vestung meh rentheils wieder gesaübert worben.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Zu Bregentz habe man neulich einen Schweitzerischen Ross Tauscher so mit Pferden auss dem Reich kommen ertappet und gefangen genommen; diesem dörffte wohl ein Teutscher Galgen vor einem Frantzösis.,9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Brachte man die vom Feindt eroberte  Stuck nebst einiger Munition, Bomben, Ketten Kugeln und andern Kriegs Requisiten bestehender Artiglerie von der Wahlstatt herein.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Eodem wurde Anstalt gemacht die in dem Treffen todt gebliebene zubegraben: Jn gleichen unter Commando des Schlickischen Herrn Obrist Lieutenant von Stadelmayr  Pferdt nacher Leopoldstadt abgeschicket der so lang  BloquirtBloquirtundund Belagert gewese nen Garnison, bey fast gäntzlicher Auffzehrung aller Subsistentz Mitteln wiederumben Proviant, und andere Nothwendigkeiten zuschaffen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Hat der Commandirende Herr General Leopoldstadt und Freystädtl besetzt; Berezeni stehet zu Mozernak mit seinen zerstreueten Truppen dass Käys.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Haupt Ouartier ist zu Tyrnau mit  Battaillonen die andere Truppen seynd in die umb ligende Dorffschafften gangen.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Cuirassier Regimenter Hannover und Cronsfeld in Bäyrn auffgebrochen umb in Hungarn zu dem Kays.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Seckler solle angetroffen selbe geschlagen  von ihnen nidergemacht und den Rest in die Flucht gejaget haben; Nicht weniger hätte der Herr Obrist Leutnant Unger von selbigen Edelleuthen vile getödtet und verschiedene ge fangen genommen.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Waffen sieg reich erworbenen Vortheil erschollen hätten sie sich nicht zu bewegen getrauet.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Die daselbst einquartirte Preussische Truppen machten sich schon bereit umb in kurtzem nach Jtalien zu gehen.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Dass mit ehestem zu Crackau und in dasiger Gegend allwo und in denen herumb gelegenen Klein Pohlnisch und Russischen Woywodschafften noch alles sambt den meissten Magnaten des Reichs in der beständigen Treü vor Jhrem rechtmässigen König und Herrn seye wieder neue Unruhen entstehen mithin die Pohlnische Cron und Hülffs Truppen ihre Winter Quartier nicht lange in der Still geniessen vielweniger das auff den  Janu.,6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
General Major Stromberg mit  Regimenter Fuss Volcks nach gedachtem Cracau im Marsch begriffen; nebst dem der General Leut.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
